,source ID,source name,source type,mapping type,target ID,target name,target type,mapping description
7709,S0538,Crutch,software,uses,T1025,Data from Removable Media,technique,Crutch can monitor removable drives and exfiltrate files matching a given extension list.
8234,S0538,Crutch,software,uses,T1041,Exfiltration Over C2 Channel,technique,Crutch can exfiltrate data over the primary C2 channel (Dropbox HTTP API).
9231,S0538,Crutch,software,uses,T1567.002,Exfiltration to Cloud Storage,technique,Crutch has exfiltrated stolen data to Dropbox.
8194,S0538,Crutch,software,uses,T1008,Fallback Channels,technique,Crutch has used a hardcoded GitHub repository as a fallback channel.
1330,S0538,Crutch,software,uses,T1074.001,Local Data Staging,technique,Crutch has staged stolen files in the  C:\AMD\Temp directory.
15141,S0538,Crutch,software,uses,T1036.004,Masquerade Task or Service,technique,Crutch has established persistence with a scheduled task impersonating the Outlook item finder.
11904,S0538,Crutch,software,uses,T1120,Peripheral Device Discovery,technique,Crutch can monitor for removable drives being plugged into the compromised machine.
6791,S0538,Crutch,software,uses,T1053.005,Scheduled Task,technique,Crutch has the ability to persist using scheduled tasks.
6457,S0538,Crutch,software,uses,T1071.001,Web Protocols,technique,Crutch has conducted C2 communications with a Dropbox account using the HTTP API.
5007,S0498,Cryptoistic,software,uses,T1005,Data from Local System,technique,Cryptoistic can retrieve files from the local file system.
8659,S0498,Cryptoistic,software,uses,T1573,Encrypted Channel,technique,Cryptoistic can engage in encrypted communications with C2.
1388,S0498,Cryptoistic,software,uses,T1070.004,File Deletion,technique,Cryptoistic has the ability delete files from a compromised host.
1314,S0498,Cryptoistic,software,uses,T1083,File and Directory Discovery,technique,Cryptoistic can scan a directory to identify files for deletion.
12541,S0498,Cryptoistic,software,uses,T1105,Ingress Tool Transfer,technique,Cryptoistic has the ability to send and receive files.
8500,S0498,Cryptoistic,software,uses,T1095,Non-Application Layer Protocol,technique,Cryptoistic can use TCP in communications with C2.
4395,S0498,Cryptoistic,software,uses,T1033,System Owner/User Discovery,technique,Cryptoistic can gather data on the user of a compromised host.
15503,S0625,Cuba,software,uses,T1134,Access Token Manipulation,technique,Cuba has used  SeDebugPrivilege and  AdjustTokenPrivileges to elevate privileges.
2220,S0625,Cuba,software,uses,T1486,Data Encrypted for Impact,technique,"Cuba has the ability to encrypt system data and add the "".cuba"" extension to encrypted files. "
14467,S0625,Cuba,software,uses,T1070.004,File Deletion,technique,Cuba can use the command  cmd.exe /c del to delete its artifacts from the system. 
8097,S0625,Cuba,software,uses,T1083,File and Directory Discovery,technique,Cuba can enumerate files by using a variety of functions.
15813,S0625,Cuba,software,uses,T1564.003,Hidden Window,technique,Cuba has executed hidden PowerShell windows. 
5394,S0625,Cuba,software,uses,T1105,Ingress Tool Transfer,technique,Cuba can download files from its C2 server.
4739,S0625,Cuba,software,uses,T1056.001,Keylogging,technique,Cuba logs keystrokes via polling by using  GetKeyState and  VkKeyScan functions.
6223,S0625,Cuba,software,uses,T1036.005,Match Legitimate Name or Location,technique,Cuba has been disguised as legitimate 360 Total Security Antivirus and OpenVPN programs. 
10073,S0625,Cuba,software,uses,T1106,Native API,technique,Cuba has used several built-in API functions for discovery like GetIpNetTable and NetShareEnum. 
12350,S0625,Cuba,software,uses,T1135,Network Share Discovery,technique,Cuba can discover shared resources using the  NetShareEnum API call. 
159,S0625,Cuba,software,uses,T1027,Obfuscated Files or Information,technique,"Cuba has used multiple layers of obfuscation to avoid analysis, including its Base64 encoded payload. "
10401,S0625,Cuba,software,uses,T1059.001,PowerShell,technique,Cuba has been dropped onto systems and used for lateral movement via obfuscated PowerShell scripts.
9196,S0625,Cuba,software,uses,T1057,Process Discovery,technique,Cuba can enumerate processes running on a victim's machine.
10121,S0625,Cuba,software,uses,T1620,Reflective Code Loading,technique,Cuba loaded the payload into memory using PowerShell. 
9484,S0625,Cuba,software,uses,T1489,Service Stop,technique,Cuba has a hardcoded list of services and processes to terminate.
8441,S0625,Cuba,software,uses,T1027.002,Software Packing,technique,Cuba has a packed payload when delivered. 
14733,S0625,Cuba,software,uses,T1082,System Information Discovery,technique,"Cuba can enumerate local drives, disk type, and disk free space."
2511,S0625,Cuba,software,uses,T1614.001,System Language Discovery,technique,Cuba can check if Russian language is installed on the infected machine by using the function  GetKeyboardLayoutList . 
13789,S0625,Cuba,software,uses,T1016,System Network Configuration Discovery,technique,Cuba can retrieve the ARP cache from the local system by using  GetIpNetTable . 
7424,S0625,Cuba,software,uses,T1049,System Network Connections Discovery,technique,Cuba can use the function  GetIpNetTable to recover the last connections to the victim's machine. 
1736,S0625,Cuba,software,uses,T1007,System Service Discovery,technique,Cuba can query service status using  QueryServiceStatusEx function.
6267,S0625,Cuba,software,uses,T1059.003,Windows Command Shell,technique,Cuba has used  cmd.exe /c and batch files for execution. 
13278,S0625,Cuba,software,uses,T1543.003,Windows Service,technique,Cuba can modify services by using the  OpenService and  ChangeServiceConfig functions. 
8671,S0687,Cyclops Blink,software,uses,T1573.002,Asymmetric Cryptography,technique,"Cyclops Blink can encrypt C2 messages with AES-256-CBC sent underneath TLS. OpenSSL library functions are also used to encrypt each message using a randomly generated key and IV, which are then encrypted using a hard-coded RSA public key."
8300,S0687,Cyclops Blink,software,uses,T1542.002,Component Firmware,technique,"Cyclops Blink has maintained persistence by patching legitimate device firmware when it is downloaded, including that of WatchGuard devices."
15172,S0687,Cyclops Blink,software,uses,T1005,Data from Local System,technique,Cyclops Blink can upload files from a compromised host.
2589,S0687,Cyclops Blink,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,Cyclops Blink can decrypt and parse instructions sent from C2.
1198,S0687,Cyclops Blink,software,uses,T1562.004,Disable or Modify System Firewall,technique,Cyclops Blink can modify the Linux iptables firewall to enable C2 communication via a stored list of port numbers.
538,S0687,Cyclops Blink,software,uses,T1041,Exfiltration Over C2 Channel,technique,Cyclops Blink has the ability to upload exfiltrated files to a C2 server.
12728,S0687,Cyclops Blink,software,uses,T1083,File and Directory Discovery,technique,Cyclops Blink can use the Linux API `statvfs` to enumerate the current working directory.
9966,S0687,Cyclops Blink,software,uses,T1105,Ingress Tool Transfer,technique,Cyclops Blink has the ability to download files to target systems.
9191,S0687,Cyclops Blink,software,uses,T1559,Inter-Process Communication,technique,Cyclops Blink has the ability to create a pipe to enable inter-process communication.
12664,S0687,Cyclops Blink,software,uses,T1036.005,Match Legitimate Name or Location,technique,Cyclops Blink can rename its running process to  kworker:0/1] to masquerade as a Linux kernel thread. [Cyclops Blink has also named RC scripts used for persistence after WatchGuard artifacts.
9221,S0687,Cyclops Blink,software,uses,T1090.003,Multi-hop Proxy,technique,Cyclops Blink has used Tor nodes for C2 traffic.
9424,S0687,Cyclops Blink,software,uses,T1106,Native API,technique,Cyclops Blink can use various Linux API functions including those for execution and discovery.
9327,S0687,Cyclops Blink,software,uses,T1132.002,Non-Standard Encoding,technique,Cyclops Blink can use a custom binary scheme to encode messages with specific commands and parameters to be executed.
13903,S0687,Cyclops Blink,software,uses,T1571,Non-Standard Port,technique,Cyclops Blink can use non-standard ports for C2 not typically associated with HTTP or HTTPS traffic.
11091,S0687,Cyclops Blink,software,uses,T1057,Process Discovery,technique,Cyclops Blink can enumerate the process it is currently running under.
3989,S0687,Cyclops Blink,software,uses,T1572,Protocol Tunneling,technique,Cyclops Blink can use DNS over HTTPS (DoH) to resolve C2 nodes.
6434,S0687,Cyclops Blink,software,uses,T1037.004,RC Scripts,technique,"Cyclops Blink has the ability to execute on device startup, using a modified RC script named S51armled."
12500,S0687,Cyclops Blink,software,uses,T1082,System Information Discovery,technique,Cyclops Blink has the ability to query device information.
9655,S0687,Cyclops Blink,software,uses,T1016,System Network Configuration Discovery,technique,Cyclops Blink can use the Linux API `if_nameindex` to gather network interface names.
12933,S0687,Cyclops Blink,software,uses,T1070.006,Timestomp,technique,Cyclops Blink has the ability to use the Linux API function `utime` to change the timestamps of modified firmware update images.
985,S0687,Cyclops Blink,software,uses,T1071.001,Web Protocols,technique,Cyclops Blink can download files via HTTP and HTTPS.
2182,S1033,DCSrv,software,uses,T1486,Data Encrypted for Impact,technique,DCSrv has encrypted drives using the core encryption mechanism from DiskCryptor.
10509,S1033,DCSrv,software,uses,T1036.004,Masquerade Task or Service,technique,DCSrv has masqueraded its service as a legitimate svchost.exe process.
12542,S1033,DCSrv,software,uses,T1112,Modify Registry,technique,DCSrv has created Registry keys for persistence.
15410,S1033,DCSrv,software,uses,T1106,Native API,technique,"DCSrv has used various Windows API functions, including `DeviceIoControl`, as part of its encryption process."
11326,S1033,DCSrv,software,uses,T1027,Obfuscated Files or Information,technique,DCSrv's configuration is encrypted.
2992,S1033,DCSrv,software,uses,T1529,System Shutdown/Reboot,technique,DCSrv has a function to sleep for two hours before rebooting the system.
13239,S1033,DCSrv,software,uses,T1124,System Time Discovery,technique,DCSrv can compare the current time on an infected host with a configuration value to determine when to start the encryption process.
2449,S1033,DCSrv,software,uses,T1543.003,Windows Service,technique,DCSrv has created new services for persistence by modifying the Registry.
5226,S0255,DDKONG,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,DDKONG decodes an embedded configuration using XOR.
14961,S0255,DDKONG,software,uses,T1083,File and Directory Discovery,technique,DDKONG lists files on the victim’s machine.
969,S0255,DDKONG,software,uses,T1105,Ingress Tool Transfer,technique,DDKONG downloads and uploads files on the victim’s machine.
